OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU0911	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
OTU0912	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Acanthamoeba	__
OTU0913	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Acanthamoeba	s__castellanii
OTU0914	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Acanthamoeba	s__mauritaniensis
OTU0915	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Acanthamoeba	s__polyphaga
OTU0916	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Acanthamoeba	s__tubiashi
OTU0917	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Diplazium	s__pycnocarpon
OTU0918	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Malawimonas	s__jakobiformis
OTU0919	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Prototheca	s__wickerhamii
OTU0920	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Pythium	s__ultimum
OTU0921	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Vermamoeba	s__vermiformis
OTU0922	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	__	__	__
OTU0923	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__	g__	s__
OTU0924	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	__	__
OTU0925	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__	s__
OTU0926	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Lutibacterium	s__
OTU0927	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Porphyrobacter	__
OTU0928	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	__	__
OTU0929	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__	s__
OTU0930	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Blastomonas	__
OTU0931	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Kaistobacter	s__
OTU0932	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	__
OTU0933	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
OTU0934	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__capsulatum
OTU0935	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__naphthalenivorans
OTU0936	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__
OTU0937	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__estrogenivorans
OTU0938	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	__
OTU0939	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
OTU0940	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__changbaiensis
OTU0941	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__echinoides
OTU0942	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__wittichii
OTU0943	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__
OTU0944	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__alaskensis
OTU0945	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingosinicella	s__microcystinivorans
OTU0946	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	__	__	__	__
OTU0947	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__	f__	g__	s__
OTU0948	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__A21b	f__EB1003	g__	s__
OTU0949	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__A21b	f__UD5	g__	s__
OTU0950	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	__	__	__
OTU0951	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__	g__	s__
OTU0952	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__	s__
OTU0953	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__
OTU0954	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__xylosoxidans
OTU0955	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Alcaligenes	s__faecalis
OTU0956	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Tetrathiobacter	s__kashmirensis
OTU0957	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	__	__
OTU0958	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__	s__
OTU0959	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	__
OTU0960	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__
OTU0961	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__andropogonis
OTU0962	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__bryophila
OTU0963	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__glathei
OTU0964	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__graminis
OTU0965	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__tuberum
OTU0966	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	__	__
OTU0967	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	__
OTU0968	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Aquabacterium	s__
OTU0969	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Aquamonas	s__fontana
OTU0970	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Methylibium	__
OTU0971	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Methylibium	s__
OTU0972	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Pelomonas	__
OTU0973	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Polaromonas	s__
OTU0974	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__
OTU0975	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__
OTU0976	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rubrivivax	s__
OTU0977	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Tepidimonas	s__
OTU0978	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	__
OTU0979	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__
OTU0980	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__paradoxus
OTU0981	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	__	__
OTU0982	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__	s__
OTU0983	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Collimonas	s__
OTU0984	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Cupriavidus	s__
OTU0985	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Duganella	s__nigrescens
OTU0986	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herbaspirillum	__
OTU0987	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herminiimonas	s__
OTU0988	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herminiimonas	s__aquatilis
OTU0989	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Janthinobacterium	s__
OTU0990	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Janthinobacterium	s__lividum
OTU0991	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	__
OTU0992	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__aerilata
OTU0993	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__dura
OTU0994	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__timonae
OTU0995	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Paucimonas	s__lemoignei
OTU0996	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Ralstonia	s__
OTU0997	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Ellin6067	f__	g__	s__
OTU0998	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Gallionellales	f__Gallionellaceae	__	__
OTU0999	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Gallionellales	f__Gallionellaceae	g__	s__
OTU1000	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Gallionellales	f__Gallionellaceae	g__Gallionella	s__
OTU1001	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Hydrogenophilales	f__Hydrogenophilaceae	g__Thiobacillus	s__
OTU1002	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__IS-44	f__	g__	s__
OTU1003	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__MND1	f__	g__	s__
OTU1004	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Methylophilales	f__	g__	s__
OTU1005	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Methylophilales	f__Methylophilaceae	g__	s__
OTU1006	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Methylophilales	f__Methylophilaceae	g__Methylotenera	s__mobilis
OTU1007	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__	s__
OTU1008	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	__
OTU1009	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	s__cinerea
OTU1010	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__	g__	s__
OTU1011	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Nitrosomonadaceae	g__Nitrosomonas	s__communis
OTU1012	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Nitrosomonadaceae	g__Nitrosospira	s__multiformis
OTU1013	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Nitrosomonadaceae	g__Nitrosovibrio	__
OTU1014	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Nitrosomonadaceae	g__Nitrosovibrio	s__tenuis
OTU1015	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Procabacteriales	f__Procabacteriaceae	g__	s__
OTU1016	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Procabacteriales	f__Procabacteriaceae	g__Procabacter	s__
OTU1017	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	__	__
OTU1018	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Azospira	s__
OTU1019	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Dechloromonas	s__
OTU1020	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Methyloversatilis	s__
OTU1021	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Petrobacter	s__succinatimandens
OTU1022	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Propionivibrio	s__
OTU1023	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Rhodocyclus	s__
OTU1024	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Sterolibacterium	s__
OTU1025	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Zoogloea	s__
OTU1026	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SBla14	f__	g__	s__
OTU1027	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	f__	g__	s__
OTU1028	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	__	__	__	__
OTU1029	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__	f__	g__	s__
OTU1030	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__BPC076	f__	g__	s__
OTU1031	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bacteriovoracaceae	__	__
OTU1032	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bacteriovoracaceae	g__	s__
OTU1033	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bacteriovoracaceae	g__Peredibacter	s__starrii
OTU1034	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__	s__
OTU1035	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	__
OTU1036	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__
OTU1037	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__bacteriovorus
OTU1038	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfarculales	f__Desulfarculaceae	g__	s__
OTU1039	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfarculales	f__Desulfarculaceae	g__Desulfarculus	s__
OTU1040	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	__	__
OTU1041	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__	s__
OTU1042	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfococcus	s__
OTU1043	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__	s__
OTU1044	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfobulbus	s__
OTU1045	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__
OTU1046	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__putealis
OTU1047	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Geobacteraceae	g__	s__
OTU1048	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Geobacteraceae	g__Geobacter	s__
OTU1049	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__FAC87	f__	g__	s__
OTU1050	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__GMD14H09	f__	g__	s__
OTU1051	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__MBNT15	f__	g__	s__
OTU1052	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__MIZ46	f__	g__	s__
OTU1053	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	__	__	__
OTU1054	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__0319-6G20	g__	s__
OTU1055	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
OTU1056	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Cystobacteraceae	__	__
OTU1057	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Cystobacteraceae	g__Cystobacter	__
OTU1058	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Cystobacterineae	g__	s__
OTU1059	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__	s__
OTU1060	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Myxococcaceae	g__	s__
OTU1061	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Myxococcaceae	g__Anaeromyxobacter	s__
OTU1062	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Myxococcaceae	g__Corallococcus	s__exiguus
OTU1063	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__
OTU1064	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Nannocystaceae	g__Nannocystis	s__
OTU1065	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Nannocystaceae	g__Nannocystis	s__exedens
OTU1066	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Nannocystaceae	g__Plesiocystis	s__
OTU1067	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__OM27	g__	s__
OTU1068	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	__	__
OTU1069	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	g__	s__
OTU1070	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	g__Aetherobacter	s__fasciculatus
OTU1071	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	g__Byssovorax	s__cruenta
OTU1072	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	g__Phaselicystis	s__flava
OTU1073	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	g__Sorangium	s__
OTU1074	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__NB1-j	__	__	__
OTU1075	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__NB1-j	f__	g__	s__
OTU1076	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__NB1-j	f__JTB38	g__	s__
OTU1077	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__NB1-j	f__MND4	g__	s__
OTU1078	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__NB1-j	f__NB1-i	g__	s__
OTU1079	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__PB19	f__	g__	s__
OTU1080	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Spirobacillales	f__	g__	s__
OTU1081	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Sva0853	f__JTB36	g__	s__
OTU1082	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__	s__
OTU1083	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Desulfobacca	s__
OTU1084	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Desulfomonile	s__
OTU1085	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella	s__
OTU1086	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Syntrophus	s__
OTU1087	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__	s__
OTU1088	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__Desulfovirga	s__adipica
OTU1089	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__Syntrophobacter	s__
OTU1090	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophorhabdaceae	g__	s__
OTU1091	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__[Entotheonellales]	f__	g__	s__
OTU1092	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__[Entotheonellales]	f__[Entotheonellaceae]	g__	s__
OTU1093	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__[Entotheonellales]	f__[Entotheonellaceae]	g__Candidatus Entotheonella	s__
OTU1094	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	__	__	__	__
OTU1095	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__	f__	g__	s__
OTU1096	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__125ds10	g__	s__
OTU1097	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__211ds20	g__	s__
OTU1098	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Candidatus Endobugula	s__
OTU1099	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Cellvibrio	s__
OTU1100	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Idiomarinaceae	g__	s__
OTU1101	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__OM60	g__	s__
OTU1102	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__
OTU1103	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__[Chromatiaceae]	g__Rheinheimera	s__
OTU1104	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	__	__	__
OTU1105	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__	g__	s__
OTU1106	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__	s__
OTU1107	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__	s__
OTU1108	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Halorhodospira	s__
OTU1109	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	__	__
OTU1110	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	f_Enterobacteriaceae_g__Pseudomonas	s__syringae
OTU1111	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__HTCC2188	f__HTCC2089	g__	s__
OTU1112	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	__	__	__
OTU1113	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__	g__	s__
OTU1114	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	__	__
OTU1115	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	g__	s__
OTU1116	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	g__Aquicella	s__
OTU1117	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	g__Coxiella	s__
